Order,8- or 10-Digit HS Code,brief_description,Sector,Subsector,Stage,mfn_text,Unit of Quantity
1568,29034410,"Pentafluoroethane (HFC-125), 1,1,1-trifluoroethane (HFC-142a) and 1,1,2-trifluoroethane (HFC-143)",Public Health,Pharmaceuticals & API,Input,3.70%,KG
1569,29034510,"1,2,1,2-Tetrafluoroethane (HFC-134a) and 1,1,2,2-tetrafluoroethane (HFC-134)",Public Health,Pharmaceuticals & API,Input,3.70%,KG
1570,29034610,"HFC-227ea, HFC-236cb, HFC-236ea or HFC-236fa",Public Health,Pharmaceuticals & API,Input,3.70%,KG
1571,29034710,"1,1,1,3,3-Pentafluoropropane (HFC-245fa) and 1,1,2,2,3-pentafluoropropane (HFC-245ca)",Public Health,Pharmaceuticals & API,Input,3.70%,KG
1572,29034800,"1,1,1,3,3-Pentafluorobutane (HFC-365mfc) and 1,1,1,2,2,3,4,5,5,5-decafluoropentane (HFC-4310mee)",Public Health,Pharmaceuticals & API,Input,3.70%,KG
1573,29034900,"Other saturated fluorinated derivatives of acyclic hydrocarbons, nesoi",Public Health,Pharmaceuticals & API,Input,3.70%,KG
1574,29035110,"2,3,3,3-Tetrafluoropropene (HFO-1234yf), 1,3,3,3-tetrafluoropropene (HFO-1234ze) and (Z)-1,1,1,4,4,4-hexafluoro-2-butene (HFO-1336mzz)",Public Health,Pharmaceuticals & API,Input,3.70%,KG
1575,29035910,"1,1,3,3,3-Pentafluoro-2-(trifluoromethyl)-prop-1-ene",Public Health,Pharmaceuticals & API,Input,3.70%,KG
1576,29035990,Other unsaturated fluorinated derivatives of acyclic hydrocarbons,Public Health,Pharmaceuticals & API,Input,3.70%,KG
1577,29036990,Other brominated or iodinated derivatives of acyclic hydrocarbons,Public Health,Pharmaceuticals & API,Input,3.70%,KG
1578,29037101,Chlorodifluoromethane (HCFC-22),Public Health,Pharmaceuticals & API,Input,3.70%,KG
1579,29037201,Dichlorotrifluoroethanes (HCFC-123),Public Health,Pharmaceuticals & API,Input,3.70%,KG
1580,29037301,"Dichlorofluoroethanes (HCFC-141, 141b)",Public Health,Pharmaceuticals & API,Input,3.70%,KG
1581,29037401,"Chlorodifluoroethanes (HCFC-142, 142b)",Public Health,Pharmaceuticals & API,Input,3.70%,KG
1582,29037501,"Dichloropentafluoropropanes (HCFC-225, 225ca, 225cb)",Public Health,Pharmaceuticals & API,Input,3.70%,KG
1583,29037700,"Other acyclic hydrocarbon derivatives,perhalogenated only with flourine and chlorine",Public Health,Pharmaceuticals & API,Input,3.70%,KG
1584,29037800,"Other perhalogenated acyclic hydrocarbon derivatives, nesoi",Public Health,Pharmaceuticals & API,Input,3.70%,KG
1585,29037910,Bromochloromethane,Public Health,Pharmaceuticals & API,Input,Free,KG
1586,29037990,"Other halogenated derivatives of acyclic hydrocarbons containing two or more different halogens, nesoi",Public Health,Pharmaceuticals & API,Input,3.70%,KG
1587,29038915,"Halogenated products derived in whole or in part from benzene or other aromatic hydrocarbon, described in additional U.S. note 3 to sec. VI",Public Health,Pharmaceuticals & API,Input,5.50%,KG
1588,29038970,Other halogenated derivatives of cyclanic etc hydrocarbons not deriv from benzene or other aromatic hydrocarbons,Public Health,Pharmaceuticals & API,Input,3.70%,KG
1589,29039300,"Halogenated derivatives of aromatic hydrocarbons, pentachlorobenzene",Public Health,Pharmaceuticals & API,Input,5.50%,KG
1590,29039400,"Halogenated derivatives of aromatic hydrocarbons, hexabromobiphenyls",Public Health,Pharmaceuticals & API,Input,5.50%,KG
1591,29039905,"3-Bromo-alpha,alpha,alpha-trifluorotoluene; and other specified halogenated derivatives of aromatic hydrocarbons",Public Health,Pharmaceuticals & API,Input,5.50%,KG
1592,29039908,"p-Chlorobenzotrifluoride; and 3,4-Dichlorobenzotrifluoride",Public Health,Pharmaceuticals & API,Input,5.50%,KG
1593,29039910,"m-Dichlorobenzene; 1,1-dichloro-2,2-bis(p-ethylphenyl)ethane; and trichlorobenzenes",Public Health,Pharmaceuticals & API,Input,5.50%,KG
1594,29039915,Triphenylmethyl chloride,Public Health,Pharmaceuticals & API,Input,Free,KG
1595,29039920,"Benzyl chloride (alpha-Chlorotoluene); benzotrichloride (alpha,alpha,alpha-trichlorotoluene)",Public Health,Pharmaceuticals & API,Input,5.50%,KG
1596,29039923,Pentabromoethylbenzene,Public Health,Pharmaceuticals & API,Input,Free,KG
1597,29039927,Tribromocumene,Public Health,Pharmaceuticals & API,Input,5.50%,KG
1598,29039980,"Other halogenated derivatives of aromatic hydrocarbons, nesoi",Public Health,Pharmaceuticals & API,Input,5.50%,KG
1599,29041032,"Aromatic derivatives of hydrocarbons containing only sulfo groups, their salts and ethyl esters, described in add. U.S. note 3 to sec. VI",Public Health,Pharmaceuticals & API,Input,5.50%,KG
1600,29043100,Perfluorooctane sulfonic acid,Public Health,Pharmaceuticals & API,Input,3.70%,KG
1601,29043200,Ammonium perfluorooctane sulfonate,Public Health,Pharmaceuticals & API,Input,3.70%,KG
1602,29043300,Lithium perfluorooctane sulfonate,Public Health,Pharmaceuticals & API,Input,3.70%,KG
1603,29043400,Potassium perfluorooctane sulfonate,Public Health,Pharmaceuticals & API,Input,3.70%,KG
1604,29043500,Other salts of perfluorooctane sulfonic acid,Public Health,Pharmaceuticals & API,Input,3.70%,KG
1605,29043600,Perfluorooctane sulfonyl fluoride,Public Health,Pharmaceuticals & API,Input,3.70%,KG
1606,29049100,Trichloronitromethane (chloropicrin),Public Health,Pharmaceuticals & API,Input,3.70%,KG
1607,29049904,Monochloromononitrobenzenes; o-nitrochlorobenzene; p-nitrochlorobenzene,Public Health,Pharmaceuticals & API,Input,5.50%,KG
1608,29049908,Monochloromononitrobenzenes nesoi,Public Health,Pharmaceuticals & API,Input,5.50%,KG
1609,29049915,"4-Chloro-3-nitro-a,a,a-trifluorotoluene; 2-Chloro-5-nitro-a,a,a-trifluorotoluene; and 4-Chloro-3,5-dinitro-a,a,a-trifluorotoluene",Public Health,Pharmaceuticals & API,Input,5.50%,KG
1610,29049920,Nitrotoluenesulfonic acids,Public Health,Pharmaceuticals & API,Input,5.50%,KG
1611,29049930,"1-Bromo-2-nitrobenzene; 1,2-Dichloro-4-nitrobenzene and o-Fluoronitrobenzene",Public Health,Pharmaceuticals & API,Input,5.50%,KG
1612,29049935,"4,4'-Dinitrostilbene-2,2'-disulfonic acid",Public Health,Pharmaceuticals & API,Input,5.50%,KG
1613,29049940,"Sulfonated, nitrated or nitrosated derivatives of aromatic products described in additional US note 3 to section 6",Public Health,Pharmaceuticals & API,Input,5.50%,KG
1614,29049947,"Other sulfonated, nitrated or nitrosated derivatives of aromatic hydrocarbons excluding aromatic products described in add US note 3 to section 6",Public Health,Pharmaceuticals & API,Input,5.50%,KG
1615,29049950,"Nonaromatic sulfonated, nitrated or nitrosated derivatives of hydrocarbons, nesoi",Public Health,Pharmaceuticals & API,Input,3.70%,KG
1616,29051990,"Saturated monohydric alcohols, nesoi",Public Health,Pharmaceuticals & API,Input,3.70%,KG
1617,29052210,Geraniol,Public Health,Pharmaceuticals & API,Input,3%,KG
1618,29052220,Isophytol,Public Health,Pharmaceuticals & API,Input,3.70%,KG
1619,29052250,"Acyclic terpene alcohols, other than geraniol and isophytol",Public Health,Pharmaceuticals & API,Input,4.80%,KG
1620,29052910,Allyl alcohol,Public Health,Pharmaceuticals & API,Input,5.50%,KG
1621,29052990,"Unsaturated monohydric alcohols, other than allyl alcohol or acyclic terpene alcohols",Public Health,Pharmaceuticals & API,Input,3.70%,KG
1622,29053910,Butylene glycol,Public Health,Pharmaceuticals & API,Input,5.50%,KG
1623,29053920,Neopentyl glycol,Public Health,Pharmaceuticals & API,Input,5.50%,KG
1624,29053960,Hexylene glycol,Public Health,Pharmaceuticals & API,Input,Free,KG
1625,29053990,"Dihydric alcohols (diols), nesoi",Public Health,Pharmaceuticals & API,Input,5.50%,KG
1626,29054950,"Polyhydric alcohols, nesoi",Public Health,Pharmaceuticals & API,Input,5.50%,KG
1627,29055100,Ethchlorvynol (INN),Public Health,Pharmaceuticals & API,Input,Free,KG
1628,29055910,"Halogenated, sulfonated, nitrated or nitrosated derivatives of monohydric alcohols",Public Health,Pharmaceuticals & API,Input,5.50%,KG
1629,29055930,Dibromoneopentylglycol,Public Health,Pharmaceuticals & API,Input,Free,KG
1630,29055990,"Halogenated, sulfonated, nitrated or nitrosated derivatives of acyclic alcohols, nesoi",Public Health,Pharmaceuticals & API,Input,5.50%,KG
1631,29061910,"4,4'-Isopropylidenedicyclohexanol;and mixt. w/not less 90% stereoisomers of 2-isopropyl-5-methylcyclohexanol but n/o 30% any 1 stereoisomer",Public Health,Pharmaceuticals & API,Input,Free,KG
1632,29061930,Terpineols,Public Health,Pharmaceuticals & API,Input,5.50%,KG
1633,29061950,"Other cyclanic, cyclenic or cycloterpenic alcohols and their halogenated, sulfonated, nitrated or nitrosated derivatives",Public Health,Pharmaceuticals & API,Input,5.50%,KG
1634,29062910,Phenethyl alcohol,Public Health,Pharmaceuticals & API,Input,5.50%,KG
1635,29062920,"Odoriferous or flavoring compounds of aromatic alcohols and their halogenated, sulfonated, nitrated or nitrosated derivatives, nesoi",Public Health,Pharmaceuticals & API,Input,5.50%,KG
1636,29062930,"1,1-Bis(4-chlorophenyl)-2,2,2-trichloroethanol (Dicofol); and p-nitrobenzyl alcohol",Public Health,Pharmaceuticals & API,Input,Free,KG
1637,29062960,"Other aromatic alcohols and their halogenated, sulfonated, nitrated or nitrosated derivatives",Public Health,Pharmaceuticals & API,Input,5.50%,KG
1638,29071910,Alkylcresols,Public Health,Pharmaceuticals & API,Input,5.50%,KG
1639,29071920,Alkylphenols,Public Health,Pharmaceuticals & API,Input,5.50%,KG
1640,29071940,Thymol,Public Health,Pharmaceuticals & API,Input,4.20%,KG
1641,29071980,Other monophenols,Public Health,Pharmaceuticals & API,Input,5.50%,KG
1642,29072905,Phenol-alcohols,Public Health,Pharmaceuticals & API,Input,5.50%,KG
1643,29072910,Pyrogallic acid,Public Health,Pharmaceuticals & API,Input,1.30%,KG
1644,29072915,"4,4'-Biphenol",Public Health,Pharmaceuticals & API,Input,Free,KG
1645,29072925,tert-Butylhydroquinone,Public Health,Pharmaceuticals & API,Input,5.50%,KG
1646,29072990,"Other polyphenols, nesoi",Public Health,Pharmaceuticals & API,Input,5.50%,KG
1647,29081100,Pentachlorophenol (ISO),Public Health,Pharmaceuticals & API,Input,5.50%,KG
1648,29081905,"2,2-Bis(4-hydroxyphenyl)-1,1,1,3,3,3-hexafluoropropane",Public Health,Pharmaceuticals & API,Input,Free,KG
1649,29081910,6-Chloro-m-cresol [OH=1]; m-chlorophenol; and chlorothymol,Public Health,Pharmaceuticals & API,Input,5.50%,KG
1650,29081915,"3-Hydroxy-alpha,alpha,alpha-trifluorotoluene",Public Health,Pharmaceuticals & API,Input,5.50%,KG
1651,29081920,"Pentachlorophenol and its salts; and 2,4,5-trichlorophenol and its salts",Public Health,Pharmaceuticals & API,Input,5.50%,KG
1652,29081925,Tetrabromobisphenol A,Public Health,Pharmaceuticals & API,Input,5.50%,KG
1653,29081935,Derivatives of phenols or phenol-alcohols containing only halogen substituents and their salts described in add. U.S. note 3 to sec. VI,Public Health,Pharmaceuticals & API,Input,5.50%,KG
1654,29081960,"Other halogenated, sulfonated, nitrated or nitrosated derivatives of phenol or phenol-alcohols",Public Health,Pharmaceuticals & API,Input,5.50%,KG
1655,29089100,Dinoseb (ISO) and its salts,Public Health,Pharmaceuticals & API,Input,5.50%,KG
1656,29089200,"4,6-Dinitro-o-cresol (DNOC (ISO)) and its salts",Public Health,Pharmaceuticals & API,Input,5.50%,KG
1657,29089903,"Specified derivatives of phenols or phenol-alcohols containing only sulfo groups, their salts and esters",Public Health,Pharmaceuticals & API,Input,5.50%,KG
1658,29089906,4-Hydroxy-1-naphthalenesulfonic acid,Public Health,Pharmaceuticals & API,Input,Free,KG
1659,29089909,"1,8-Dihydroxynaphthalene-3,6-disulfonic acid and its sodium salt",Public Health,Pharmaceuticals & API,Input,5.50%,KG
1660,29089912,"Derivatives nesoi,of phenols or phenol-alcohols cont. only sulfo groups, their salts and esters, described in add. U.S. note 3 to section VI",Public Health,Pharmaceuticals & API,Input,5.50%,KG
1661,29089915,"Derivatives of phenol or phenol-alcohols containing only sulfo groups, their salts and esters, nesoi",Public Health,Pharmaceuticals & API,Input,5.50%,KG
1662,29089920,p-Nitrophenol,Public Health,Pharmaceuticals & API,Input,5.50%,KG
1663,29089925,"Nitrophenols, except p-nitrophenol",Public Health,Pharmaceuticals & API,Input,5.50%,KG
1664,29089933,"Dinitro-o-cresols (other than 4,6-dinitro-o-cresol) and 4-nitro-m-cresol",Public Health,Pharmaceuticals & API,Input,5.50%,KG
1665,29089940,Dinitrobutylphenol and its salts,Public Health,Pharmaceuticals & API,Input,5.50%,KG
1666,29089980,"Halogenated, sulfonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols described in additional U.S. note 3 to section VI",Public Health,Pharmaceuticals & API,Input,5.50%,KG
1667,29089990,"Halogenated, sulfonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols, nesoi",Public Health,Pharmaceuticals & API,Input,5.50%,KG
1668,29091918,"Ethers of acyc monohydric alcohols & deriv, nesoi",Public Health,Pharmaceuticals & API,Input,5.50%,KG
1669,29091960,"Ethers of polyhydric alcohols and their halogenated, sulfonated, nitrated or nitrosated derivatives, nesoi",Public Health,Pharmaceuticals & API,Input,5.50%,KG
1670,29093005,5-Chloro-2-nitroanisole; 6-chloro-3-nitro-p-dimethoxybenzene; and dimethyl diphenyl ether,Public Health,Pharmaceuticals & API,Input,5.50%,KG
1671,29093007,Decabromodiphenyl oxide; and octabromodiphenyl oxide,Public Health,Pharmaceuticals & API,Input,5.50%,KG
1672,29093009,Bis-(tribromophenoxy)ethane; pentabromodiphenyl oxide; and tetradecabromodiphenoxy benzene,Public Health,Pharmaceuticals & API,Input,Free,KG
1673,29093010,"6-tert-Butyl-3-methyl-2,4-dinitroanisole (Musk ambrette) and other artificial musks",Public Health,Pharmaceuticals & API,Input,5.50%,KG
1674,29093020,"Odoriferous or flavoring compounds of aromatic ethers and their halogenated, sulfonated, nitrated or nitrosated derivatives, nesoi",Public Health,Pharmaceuticals & API,Input,5.50%,KG
1675,29093040,"Aromatic ethers and their halogenated, sulfonated, nitrated or nitrosated derivatives, nesoi, described in add. U.S. note 3 to section VI",Public Health,Pharmaceuticals & API,Input,5.50%,KG
1676,29093060,"Other aromatic ethers and their halogenated, sulfonated, nitrated, or nitrosated derivatives, nesoi",Public Health,Pharmaceuticals & API,Input,5.50%,KG
1677,29094905,Guaifenesin,Public Health,Pharmaceuticals & API,Input,Free,KG
1678,29094910,"Other aromatic ether-alcohols, their halogenated, sulfonated, nitrated or nitrosated derivatives described in add. US note 3 to section VI",Public Health,Pharmaceuticals & API,Input,5.50%,KG
